,ReviewID,Cochrane_Title
2955,CD006480,The development and prediction of atopy in high-risk children: follow-up at age seven years in a prospective randomised study of combined maternal and infant food allergen avoidance
2956,CD003177,"Prospective study of diet, lifestyle, and intermittent claudication in male smokers"
2957,CD008521,"A phase IIIb, partially blind, randomized, placebo-controlled study to asses the effect on immunogenicity of administration of vaccine without buffering agent and to assess heat stability in terms of immunogenicity, reactogenicity and safety of GlaxoSmithKline Biologicals’ oral live attenuated human rotavirus (HRV) vaccine following a 0, 2 month schedule, in healthy infants previously uninfected with human rotavirus"
2958,CD004150,"Interim results from a cluster randomized controlled oral cancer screening trial in Kerala, India"
2959,CD005535,Four months adjustable or fixed BD dosing with budesonide /Formoterol in a single inhaler reduces symptom severity
2960,CD007886,Vascular pedicle ligation techniques during laparoscopic colectomy
2961,CD001955,Corticosteroids and croup. Controlled double-blind study
2962,CD003146,Magnetic resonance angiography (MRA) in children with abnormal transcranial doppler (TCD) velocities in the STOP study [abstract]
2963,CD003253,Prophylactic cervical cerclage and gestational age at delivery
2964,CD005428,A pilot study on prevention of catheter-related urinary tract infections with fluoroquinolones
2965,CD004096,Trial of a long-acting preparation of diethylpropion in obese diabetics
2966,CD007491,Alternative strategies for stroke care: a prospective randomised controlled trial
2967,CD004001,Transcutaneous oxygen pressure as predictive parameter for ulcer healing in endstage vascular patients treated with spinal cord stimulation
2968,CD008838,"Ant venom immunotherapy: a double-blind, placebo-controlled, crossover trial"
2969,CD001247,Cooling for acute ischemic brain damage (cool aid): an open pilot study of induced hypothermia in acute ischemic stroke
2970,CD005229,A randomized controlled trial of resistance exercise in individuals with ALS
2971,CD004963,Once-weekly resistance exercise improves muscle strength and neuromuscular performance in older adults
2972,CD003792,"Specific inspiratory muscle training (SIMT) in patients with mild asthma, with high consumption of inhaled beta2-agonists"
2973,CD007655,"Technic of controlled drug assay illustrated by a comparative study of Rauwolfia serpentina, Phenobarbital and placebo in the hypertensive patient"
2974,CD003295,Prevention of central venous catheter related infections and thrombotic events in immuno compromised children by the use of vancomycin/ciprofloxacin/heparin flush solution: a randomized multicenter double blind trial
2975,CD001990,Phase III trial comparing supportive care alone with supportive care with oral topotecan in patients with relapsed small-cell lung cancer
2976,CD008862,Long-term effect of repetitive transcranial magnetic stimulation on motor function recovery after acute ischemic stroke
2977,CD004047,Relevance of DSM-III depressive subtype and chronicity of antidepressant efficacy in atypical depression
2978,CD003415,Effect of progesterone and its 5 alpha and 5 beta metabolites on symptoms of premenstrual syndrome according to route of administration
2979,CD006628,Double-blind comparison of 3 x 75 mg zotepine und 3 x 4 mg haloperidol in acute schizophrenic patients
2980,CD004365,Clomipramine and 'drive' in people with anorexia nervosa: an in-patient study
2981,CD006321,"Effect of growth hormone, glutamine and diet on adaptation in short-bowel syndrome: a randomized, controlled study"
2982,CD001832,Comparison of ceftriaxone with standard therapy for bacterial meningitis
2983,CD008118,Lactotripeptides show no effect on human blood pressure: results from a double-blind randomized controlled trial
2984,CD004515,Effect of valepotriates (valerian extract) in Generalised Anxiety Disorder: a randomised placebo-controlled pilot study
2985,CD004807,"The paradox of engagement: how political, organizational, and evaluative demands can hinder innovation in community mental health services"
2986,CD002272,Nasal intermittent positive-pressure ventilation offers no advantages over nasal continuous positive airway pressure in apnea of prematurity
2987,CD003218,Selegiline in the treatment of hypersomnolence in myotonic dystrophy: a pilot study
2988,CD008088,Anti-TNF-alpha treatment for deep endometriosis-associated pain: a randomized placebo-controlled trial
2989,CD002120,"Cycle control, quality of life and acne with two low-dose oral contraceptives containing 20µg ethinylestradiol"
2990,CD009077,A randomized trial of carvedilol after renin-angiotensin system inhibition in chronic Chagas cardiomyopathy
2991,CD003492,Implications of noncompliance on research in affective disorders
2992,CD005967,Artesunate versus quinine for treatment of severe falciparum malaria: a randomised trial
2993,CD008880,Comparison of short-term response to two spinal manipulation techniques for patients with low back pain in a military beneficiary population
2994,CD006231,Videolaparoscopic cholecystectomy induces a hemostasis activation of lower grade than does open surgery
2995,CD007629,Beneficial effects of ischemic preconditioning in patients undergoing hepatectomy: the role of neutrophils
2996,CD005070,Evaluation of two doses of recombinant luteinizing hormone supplementation in an unselected group of women undergoing follicular stimulation for in vitro fertilization
2997,CD006378,Randomized pilot study of nimesulide treatment in Alzheimer's disease
2998,CD006876,Response to upper-limb robotics and functional neuromuscular stimulation following stroke
2999,CD003608,Efficacy of an energy conservation course for persons with multiple sclerosis
3000,CD007719,"Vitamin A supplementation reduces measles morbidity in young African children: a randomized placebo-controlled, double-blind trial"
3001,CD003122,Conjugated equine estrogens and global cognitive function in postmenopausal women
3002,CD005302,Comparison of 12- and 72-hour expectant management of premature rupture of membranes in term pregnancies
3003,CD004551,Pin site care during circular external fixation using two different protocols
3004,CD001901,Double-blind placebo-controlled trial of adjunctive levetiracetam in pediatric partial seizures
3005,CD004226,"A randomised prospective treatment trial for patients with ""standard risk"" allimmune thrombocytopenia (AIT)"
3006,CD005493,"Effects of botulinum toxin B on refractory detrusor overactivity: a randomised, double blind, placebo controlled, crossover trial"
3007,CD001518,Double-blind study of the activity and tolerability of cabergoline versus placebo in parkinsonains with motor fluctuations
3008,CD007224,Effect of off-pump and on-pump coronary artery bypass grafting on renal function
3009,CD004136,The effect of candesartan/placebo treatment on renal function and morphology in diabetes type 1 [abstract]
3010,CD003827,A comparison of transparent adherent and dry sterile gauze dressings for long-term central catheters in patients undergoing bone marrow transplant
3011,CD005056,Simplified care of women with prolonged or persistent retention of the placenta: the use of paracervical block
3012,CD005356,Late low-dose pure follicle stimulating hormone for ovarian stimulation in intra-uterine insemination cycles
3013,CD003734,Reduction of young driver crashes in a controlled pilot study: Two year follow-up in one Michigan high school
3014,CD008536,"Tibolone and low-dose continuous combined hormone treatment: vaginal bleeding pattern, efficacy and tolerability"
3015,CD002304,A controlled trial of clothiapine and chlorpromazine in acute schizophrenic syndromes
3016,CD002275,Clinical trial of plasma exchange and high-dose immunoglobulin in myasthenia gravis. Myasthenia Gravis Clinical Study Group
3017,CD006973,A randomized controlled trial of early surgery in Duchenne muscular dystrophy
3018,CD006311,Efficacy of custom foot orthotics in improving pain and functional status in children with juvenile idiopathic arthritis: a randomised trial
3019,CD008482,Efficacy of high dose phylloquinone in correcting vitamin K deficiency in cystic fibrosis
3020,CD004944,Nitroglycerin to facilitate fetal extraction during cesarean delivery
3021,CD004522,Evaluation of Physiotherapy in the Treatment of Osteoarthrosis of the Knee
3022,CD001449,Comparison of labetalol and dihydralazine in hypertensive emergencies of pregnancy
3023,CD002199,Lateral internal sphincterotomy incision: suture or not? A prospective randomized controlled trila
